Date,Symbol,Timeframe,Direction,Signal Price,Optimum Price,TP Price,Stop Loss Price,TP % (Signal),TP % (Optimum),SL % (Signal),SL % (Optimum),Current Price,Status,MessageID,Signal Validity Time,Optimum Validity Time,Signal Timestamp,Breakout Possibility,AlertSent
2026-02-09 11:07:21,ALGN.US,4-hour,Short,190.77703,207.45192,166.69957,216.14187,12.62%,19.64%,13.30%,4.19%,164.05,New,19c43285d55607f1,2026-02-15 7:00:00,2026-02-23 7:00:00,2026-02-09 11:00:00,40%,SKIPPED
2026-02-09 11:47:56,AVGO.US,1-hour,Short,347.91083,389.30644,319.44348,402.47059,8.18%,17.95%,15.68%,3.38%,423.21,New,19c434d84b902cc3,2026-02-12 13:00:00,2026-02-14 11:00:00,2026-02-09 13:00:00,10%,SKIPPED
2026-02-09 12:02:06,ORCL.US,1-hour,Short,157.67,168.55072,144.12348,174.85159,8.59%,14.49%,10.90%,3.74%,192.09,New,19c435a875c4b81f,2026-02-12 14:00:00,2026-02-14 12:00:00,2026-02-09 14:00:00,5%,SKIPPED
2026-02-09 12:07:36,ASML.US,1-hour,Short,1435.62,1577.35276,1373.87565,1614.92407,4.30%,12.90%,12.49%,2.38%,1608.97,New,19c435f889d28ec5,2026-02-12 14:00:00,2026-02-14 12:00:00,2026-02-09 14:00:00,5%,SKIPPED
2026-02-09 15:58:16,BKNG.US,1-hour,Long,4216.94987,3830.1464,4420.94174,3718.74762,4.84%,15.42%,11.81%,2.91%,164.23,New,19c4432b444a0f3d,2026-02-12 17:00:00,2026-02-13 22:00:00,2026-02-09 17:00:00,50%,SKIPPED
2026-02-10 9:33:33,ILMN.US,Daily,Long,117,88.50757,143.05609,77.8276,22.27%,61.63%,33.48%,12.07%,145.37,New,19c47f8dc08e0886,2026-02-20 19:00:00,2026-03-09 20:00:00,2026-02-09 19:00:00,10%,SKIPPED
2026-02-10 10:11:23,MSFT.US,1-hour,Short,423.47833,448.67028,404.4313,457.22279,4.50%,9.86%,7.97%,1.91%,415.18,New,19c481b7d9e91153,2026-02-11 12:00:00,2026-02-15 10:00:00,2026-02-10 12:00:00,5%,SKIPPED
2026-02-10 11:04:48,ALGN.US,1-hour,Short,194.34,198.27805,184.50739,205.1653,5.06%,6.95%,5.57%,3.47%,164.05,New,19c484c6a1acae8f,2026-02-11 13:00:00,2026-02-15 11:00:00,2026-02-10 13:00:00,39%,SKIPPED
2026-02-10 12:02:03,LULU.US,1-hour,Short,183.51,199.05001,174.35087,202.90514,4.99%,12.41%,10.57%,1.94%,127.25,New,19c4880d87ced72a,2026-02-11 14:00:00,2026-02-15 12:00:00,2026-02-10 14:00:00,10%,SKIPPED
2026-02-10 12:02:03,FTNT.US,1-hour,Short,86.66,96.79932,82.55478,99.74574,4.74%,14.72%,15.10%,3.04%,134.57,New,19c4880d87ced72a,2026-02-11 14:00:00,2026-02-15 12:00:00,2026-02-10 14:00:00,10%,SKIPPED
2026-02-10 12:17:23,TSLA.US,1-hour,Short,424.63647,467.61741,411.06522,477.36131,3.20%,12.09%,12.42%,2.08%,429.35,New,19c488ed81bd89aa,2026-02-11 14:00:00,2026-02-15 12:00:00,2026-02-10 14:00:00,5%,SKIPPED
2026-02-10 13:02:13,VRSN.US,4-hour,Long,218.6,184.1931,240.82522,171.72006,10.17%,30.75%,21.45%,6.77%,308,New,19c48b7e6bcae159,2026-02-15 19:00:00,2026-02-23 19:00:00,2026-02-10 15:00:00,14%,SKIPPED
2026-02-10 14:02:08,UNP.US,1-hour,Short,260.51,274.30633,253.4313,277.75451,2.72%,7.61%,6.62%,1.26%,271.24,New,19c48eebff0b12d6,2026-02-11 16:00:00,2026-02-14 21:00:00,2026-02-10 16:00:00,35%,SKIPPED
2026-02-10 14:02:08,KLAC.US,1-hour,Short,1435.26,1451.43338,1415.53304,1488.93677,1.37%,2.47%,3.74%,2.58%,1977.22,New,19c48eebff0b12d6,2026-02-11 16:00:00,2026-02-14 21:00:00,2026-02-10 16:00:00,5%,SKIPPED
2026-02-10 14:02:08,XOM.US,1-hour,Short,151.1884,152.28441,149.17957,154.1111,1.33%,2.04%,1.93%,1.20%,151.66,New,19c48eebff0b12d6,2026-02-11 16:00:00,2026-02-14 21:00:00,2026-02-10 16:00:00,20%,SKIPPED
2026-02-10 15:02:03,NXPI.US,1-hour,Short,237.91442,271.2741,227.35348,277.62774,4.44%,16.19%,16.69%,2.34%,327.75,New,19c49259b91c7f61,2026-02-11 17:00:00,2026-02-14 22:00:00,2026-02-10 17:00:00,5%,SKIPPED
2026-02-10 15:02:03,MRK.US,1-hour,Long,117.32,102.08506,119.06826,99.98277,1.49%,16.64%,14.78%,2.06%,120.9,New,19c49259b91c7f61,2026-02-11 17:00:00,2026-02-14 22:00:00,2026-02-10 17:00:00,5%,SKIPPED
2026-02-10 15:52:23,TMO.US,Daily,Long,538.04,450.26054,600.43696,418.91849,11.60%,33.35%,22.14%,6.96%,447.3,New,19c4953b13a3c513,2026-02-20 19:00:00,2026-03-09 20:00:00,2026-02-09 19:00:00,10%,SKIPPED
2026-02-11 9:33:03,UNP.US,Daily,Short,260.68,286.29481,235.5013,297.64676,9.66%,17.74%,14.18%,3.97%,271.24,New,19c4d1ec30cddc1f,2026-02-19 19:00:00,2026-03-10 20:00:00,2026-02-10 19:00:00,30%,SKIPPED
2026-02-11 10:02:03,PANW.US,1-hour,Short,164.59,166.23871,161.84913,170.72006,1.67%,2.64%,3.72%,2.70%,258.35,New,19c4d3950a210eb4,2026-02-12 12:00:00,2026-02-16 10:00:00,2026-02-11 12:00:00,5%,SKIPPED
2026-02-11 10:49:13,ACN.US,Daily,Long,230.118,177.80576,267.50783,158.34082,16.25%,50.45%,31.19%,10.95%,178.21,New,19c4d647dd2d66e4,2026-02-19 19:00:00,2026-03-10 20:00:00,2026-02-10 19:00:00,10%,SKIPPED
2026-02-11 13:02:28,LOW.US,1-hour,Short,286.10805,305.38961,280.42,309.17906,1.99%,8.18%,8.06%,1.24%,212.06,New,19c4dde87afa2273,2026-02-12 15:00:00,2026-02-16 13:00:00,2026-02-11 15:00:00,35%,SKIPPED
2026-02-11 14:38:23,ADI.US,1-hour,Short,336.01482,363.21917,325.11565,368.52061,3.24%,10.49%,9.67%,1.46%,415.08,New,19c4e364a06b0c41,2026-02-12 16:00:00,2026-02-13 21:00:00,2026-02-11 16:00:00,39%,SKIPPED
2026-02-11 15:02:03,DOCU.US,1-hour,Long,44.5,35.94516,46.73783,34.54592,5.03%,30.03%,22.37%,3.89%,49.66,New,19c4e4bfbc5ffe65,2026-02-12 17:00:00,2026-02-13 22:00:00,2026-02-11 17:00:00,30%,SKIPPED
2026-02-11 15:02:03,MCHP.US,1-hour,Short,80.49,93.61582,76.99522,95.81038,4.34%,17.75%,19.03%,2.34%,97.33,New,19c4e4bfbc5ffe65,2026-02-12 17:00:00,2026-02-13 22:00:00,2026-02-11 17:00:00,5%,SKIPPED
2026-02-12 9:33:04,AMZN.US,Daily,Long,202.67,166.54182,233.09,152.61565,15.01%,39.96%,24.70%,8.36%,263.72,New,19c5245252231ddf,2026-02-20 19:00:00,2026-03-11 20:00:00,2026-02-11 19:00:00,5%,SKIPPED
2026-02-12 9:33:04,ADSK.US,1-hour,Long,232.89,206.01319,238.98087,201.25724,2.62%,16.00%,13.58%,2.31%,239.01,New,19c5245252231ddf,2026-02-13 11:00:00,2026-02-15 9:00:00,2026-02-12 11:00:00,20%,SKIPPED
2026-02-12 9:36:34,CSCO.US,4-hour,Long,78.81148,76.94126,82.1887,73.82423,4.29%,6.82%,6.33%,4.05%,118.06,New,19c524857680c43f,2026-02-18 7:00:00,2026-02-26 7:00:00,2026-02-12 11:00:00,5%,SKIPPED
2026-02-12 9:38:44,TMO.US,1-hour,Long,515.24,491.56782,538.18348,482.23652,4.45%,9.48%,6.41%,1.90%,447.3,New,19c524a53b2bec33,2026-02-13 11:00:00,2026-02-15 9:00:00,2026-02-12 11:00:00,35%,SKIPPED
2026-02-12 9:46:09,CSCO.US,1-hour,Long,78.44786,77.38279,86.41783,75.60766,10.16%,11.68%,3.62%,2.29%,118.06,New,19c52511ecfc94cc,2026-02-13 11:00:00,2026-02-15 9:00:00,2026-02-12 11:00:00,12%,SKIPPED
2026-02-12 10:03:44,ADBE.US,Daily,Long,256.9,237.07732,291.99609,205.36102,13.66%,23.16%,20.06%,13.38%,242.3,New,19c52613d87c8525,2026-02-20 19:00:00,2026-03-11 20:00:00,2026-02-11 19:00:00,37%,SKIPPED
2026-02-12 10:27:14,CPRT.US,1-hour,Long,38.18105,36.4407,40.16217,35.90185,5.19%,10.21%,5.97%,1.48%,33.07,New,19c5276b44c75ffe,2026-02-13 12:00:00,2026-02-15 10:00:00,2026-02-12 12:00:00,15%,SKIPPED
2026-02-12 10:46:09,ACN.US,1-hour,Long,220.8753,203.56474,235.27696,198.03001,6.52%,15.58%,10.34%,2.72%,178.21,New,19c528809d8d40d9,2026-02-13 12:00:00,2026-02-15 10:00:00,2026-02-12 12:00:00,54%,SKIPPED
2026-02-12 10:54:44,ADBE.US,1-hour,Long,253.89117,238.30758,263.74957,233.3522,3.88%,10.68%,8.09%,2.08%,242.3,New,19c528fe13b2ad84,2026-02-13 12:00:00,2026-02-15 10:00:00,2026-02-12 12:00:00,50%,SKIPPED
2026-02-12 10:56:54,UBER.US,1-hour,Long,70.19696,60.30145,73.30739,58.89002,4.43%,21.57%,16.11%,2.34%,70.58,New,19c5291ddfef0624,2026-02-13 12:00:00,2026-02-15 10:00:00,2026-02-12 12:00:00,50%,SKIPPED
2026-02-12 12:02:04,LIN.US,1-hour,Short,473.52,479.98832,462.51652,490.33764,2.32%,3.64%,3.55%,2.16%,514.92,New,19c52cd933dcbb36,2026-02-13 14:00:00,2026-02-15 12:00:00,2026-02-12 14:00:00,5%,SKIPPED
2026-02-12 12:02:04,PG.US,1-hour,Short,162.57,170.32459,159.17435,172.13798,2.09%,6.55%,5.89%,1.06%,143.82,New,19c52cd933dcbb36,2026-02-13 14:00:00,2026-02-15 12:00:00,2026-02-12 14:00:00,35%,SKIPPED
2026-02-12 12:52:59,AAPL.US,1-hour,Long,262.57409,247.95292,274.21391,244.02686,4.43%,10.59%,7.06%,1.58%,310.38,New,19c52fc243099a11,2026-02-13 14:00:00,2026-02-15 12:00:00,2026-02-12 14:00:00,12%,SKIPPED
2026-02-12 13:02:04,AMZN.US,1-hour,Long,199.4,168.39813,206.16478,164.33226,3.39%,22.43%,17.59%,2.41%,263.72,New,19c53047c608ee77,2026-02-13 15:00:00,2026-02-15 13:00:00,2026-02-12 15:00:00,25%,SKIPPED
2026-02-12 13:02:04,NAS100,1-hour,Long,24742.4,24277.48115,25177.46522,24109.41619,1.76%,3.71%,2.56%,0.69%,#N/A,New,19c53047c608ee77,2026-02-12 22:00:00,2026-02-13 10:00:00,2026-02-12 15:00:00,12%,SKIPPED
2026-02-12 14:02:09,DXCM.US,1-hour,Long,65.66829,60.89532,68.14739,59.56883,3.78%,11.91%,9.29%,2.18%,72.64,New,19c533b7c334804a,2026-02-13 16:00:00,2026-02-14 21:00:00,2026-02-12 16:00:00,10%,SKIPPED
2026-02-12 15:04:24,JNJ.US,1-hour,Short,245.69169,252.56982,240.62217,255.01212,2.06%,4.73%,3.79%,0.97%,231.19,New,19c53747a282e974,2026-02-13 17:00:00,2026-02-14 22:00:00,2026-02-12 17:00:00,50%,SKIPPED
2026-02-13 9:33:07,DOCU.US,4-hour,Long,43.8,43.25427,48.14783,39.55024,9.93%,11.31%,9.70%,8.56%,49.66,New,19c576b850b2ea2d,2026-02-17 7:00:00,2026-02-27 7:00:00,2026-02-13 11:00:00,32%,SKIPPED
2026-02-13 10:40:32,UBER.US,4-hour,Long,69.64881,63.40339,76.08261,59.60579,9.24%,20.00%,14.42%,5.99%,70.58,New,19c57a93d52fd093,2026-02-17 7:00:00,2026-02-27 7:00:00,2026-02-13 11:00:00,20%,SKIPPED
2026-02-13 10:46:47,UBER.US,Daily,Long,69.21732,56.00853,79.6613,50.98276,15.09%,42.23%,26.34%,8.97%,70.58,New,19c57aef497fe4cf,2026-02-21 19:00:00,2026-03-12 20:00:00,2026-02-12 19:00:00,20%,SKIPPED
2026-02-13 11:02:07,XOM.US,1-hour,Long,148.73,146.576,152.60348,144.13441,2.60%,4.11%,3.09%,1.67%,151.66,New,19c57bd03f344cb1,2026-02-14 13:00:00,2026-02-16 11:00:00,2026-02-13 13:00:00,5%,SKIPPED
2026-02-13 11:02:07,MSFT.US,1-hour,Long,399.73521,395.31843,407.66348,387.95712,1.98%,3.12%,2.95%,1.86%,415.18,New,19c57bd03f344cb1,2026-02-14 13:00:00,2026-02-16 11:00:00,2026-02-13 13:00:00,5%,SKIPPED
2026-02-13 12:02:08,ABBV.US,1-hour,Short,234.18,244.5111,224.7787,248.81534,4.01%,8.07%,6.25%,1.76%,213.94,New,19c57f3fce8d0eac,2026-02-14 14:00:00,2026-02-16 12:00:00,2026-02-13 14:00:00,15%,SKIPPED
2026-02-13 13:02:12,ACN.US,4-hour,Long,224.09,218.64357,242.0313,204.40118,8.01%,10.70%,8.79%,6.51%,178.21,New,19c582af39ba07e0,2026-02-16 19:00:00,2026-02-24 19:00:00,2026-02-13 15:00:00,30%,SKIPPED
2026-02-13 13:22:42,ALGN.US,1-hour,Long,187.67,169.18044,191.93348,163.91094,2.27%,13.45%,12.66%,3.11%,164.05,New,19c583db45d1c1a3,2026-02-14 15:00:00,2026-02-16 13:00:00,2026-02-13 15:00:00,5%,SKIPPED
2026-02-13 14:02:07,SBUX.US,1-hour,Long,94.49,90.11883,97.62783,88.26987,3.32%,8.33%,6.58%,2.05%,101.63,New,19c5861ccd290d29,2026-02-14 16:00:00,2026-02-15 21:00:00,2026-02-13 16:00:00,5%,SKIPPED
2026-02-17 9:33:16,COP.US,Daily,Short,111.72,129.17437,102.78522,134.42742,8.00%,20.43%,20.33%,4.07%,118.45,New,19c6c051eb951a10,2026-02-28 19:00:00,2026-03-16 20:00:00,2026-02-16 19:00:00,15%,SKIPPED
2026-02-17 15:02:01,DHR.US,1-hour,Long,204.96,192.42342,211.93696,187.59025,3.40%,10.14%,8.47%,2.51%,172,New,19c6d321a47ed7a9,2026-02-21 17:00:00,2026-02-22 22:00:00,2026-02-17 17:00:00,20%,SKIPPED
2026-02-17 15:02:01,MDT.US,1-hour,Long,96.8,90.32102,99.76217,88.33685,3.06%,10.45%,8.74%,2.20%,77.69,New,19c6d321a47ed7a9,2026-02-21 17:00:00,2026-02-22 22:00:00,2026-02-17 17:00:00,5%,SKIPPED
2026-02-18 10:00:31,AAPL.US,1-hour,Short,264.56841,267.71324,263.07609,272.95462,0.56%,1.73%,3.17%,1.96%,310.38,New,19c71446d2d23172,2026-02-19 11:00:00,2026-02-24 9:00:00,2026-02-18 11:00:00,5%,SKIPPED
2026-02-18 12:16:06,DXCM.US,1-hour,Short,72.74084,76.55022,69.55957,78.95288,4.37%,9.13%,8.54%,3.14%,72.64,New,19c71c08ae8ae1e5,2026-02-19 14:00:00,2026-02-24 12:00:00,2026-02-18 14:00:00,5%,SKIPPED
2026-02-18 14:02:06,FTNT.US,1-hour,Long,80.93,73.71779,83.08565,71.7636,2.66%,12.71%,11.33%,2.65%,134.57,New,19c722197c3c8f9e,2026-02-19 16:00:00,2026-02-23 21:00:00,2026-02-18 16:00:00,5%,SKIPPED
2026-02-18 14:02:06,ORLY.US,1-hour,Long,92.8,86.18421,94.83652,84.58964,2.19%,10.04%,8.85%,1.85%,88.09,New,19c722197c3c8f9e,2026-02-19 16:00:00,2026-02-23 21:00:00,2026-02-18 16:00:00,5%,SKIPPED
2026-02-18 14:05:01,PANW.US,1-hour,Long,152.25017,134.53058,161.5,128.88237,6.08%,20.05%,15.35%,4.20%,258.35,New,19c7224400d5ec94,2026-02-19 16:00:00,2026-02-23 21:00:00,2026-02-18 16:00:00,5%,SKIPPED
2026-02-19 9:33:16,BIIB.US,Daily,Short,192.9,233.20092,181.40783,243.99936,5.96%,22.21%,26.49%,4.63%,194.36,New,19c7651d27b8eab8,2026-02-28 19:00:00,2026-03-18 20:00:00,2026-02-18 19:00:00,10%,SKIPPED
2026-02-19 13:02:06,XOM.US,1-hour,Short,151.33,157.56261,148.74478,159.77763,1.71%,5.60%,5.58%,1.41%,151.66,New,19c771103133ae81,2026-02-20 15:00:00,2026-02-25 13:00:00,2026-02-19 15:00:00,5%,SKIPPED
2026-02-19 14:02:11,ABBV.US,1-hour,Long,223.9,211.8489,229.18957,208.28443,2.36%,8.19%,6.97%,1.68%,213.94,New,19c774805c6e5e7b,2026-02-20 16:00:00,2026-02-21 21:00:00,2026-02-19 16:00:00,5%,SKIPPED
2026-02-20 9:33:06,AMAT.US,4-hour,Short,370.55,440.0839,335.32217,464.13197,9.51%,23.80%,25.25%,5.46%,448.93,New,19c7b78061439dd4,2026-02-27 7:00:00,2026-03-07 7:00:00,2026-02-20 11:00:00,15%,SKIPPED
2026-02-20 9:33:06,VRSN.US,Daily,Long,216.18,165.68069,236.23522,150.69824,9.28%,42.58%,30.29%,9.04%,308,New,19c7b78061439dd4,2026-03-01 19:00:00,2026-03-19 20:00:00,2026-02-19 19:00:00,10%,SKIPPED
2026-02-20 9:33:06,MRK.US,Daily,Short,121.76357,138.29455,114.57522,143.89182,5.90%,17.15%,18.17%,4.05%,120.9,New,19c7b78061439dd4,2026-03-01 19:00:00,2026-03-19 20:00:00,2026-02-19 19:00:00,10%,SKIPPED
2026-02-20 11:02:06,UBER.US,1-hour,Short,74.57,75.94511,72.17522,78.14529,3.21%,4.96%,4.79%,2.90%,70.58,New,19c7bc98d44c7141,2026-02-21 13:00:00,2026-02-23 11:00:00,2026-02-20 13:00:00,5%,SKIPPED
2026-02-20 12:02:06,NXPI.US,1-hour,Long,232.25,205.80494,237.45826,200.22183,2.24%,15.38%,13.79%,2.71%,327.75,New,19c7c0074686f85d,2026-02-21 14:00:00,2026-02-23 12:00:00,2026-02-20 14:00:00,5%,SKIPPED
2026-02-20 15:02:06,GOOGL.US,1-hour,Short,315.32,330.90379,306.08522,336.16123,2.93%,7.50%,6.61%,1.59%,386.56,New,19c7ca54a19d9d99,2026-02-21 17:00:00,2026-02-22 22:00:00,2026-02-20 17:00:00,5%,SKIPPED
2026-02-20 15:02:06,GOOG.US,1-hour,Short,315.48,331.01517,306.55609,336.12069,2.83%,7.39%,6.54%,1.54%,382.55,New,19c7ca54a19d9d99,2026-02-21 17:00:00,2026-02-22 22:00:00,2026-02-20 17:00:00,5%,SKIPPED
2026-02-23 9:33:14,OKTA.US,1-hour,Long,72.15,67.14802,81.43217,64.05502,12.87%,21.27%,11.22%,4.61%,96.05,New,19c8aeb3ca76d91b,2026-02-26 11:00:00,2026-02-28 9:00:00,2026-02-23 11:00:00,66%,SKIPPED
2026-02-23 9:33:14,ORCL.US,1-hour,Long,143.02,132.0383,154.4213,128.03335,7.97%,16.95%,10.48%,3.03%,192.09,New,19c8aeb3ca76d91b,2026-02-26 11:00:00,2026-02-28 9:00:00,2026-02-23 11:00:00,12%,SKIPPED
2026-02-23 9:46:49,CRWD.US,1-hour,Long,364.75,347.48867,415.67739,333.43305,13.96%,19.62%,8.59%,4.04%,673.96,New,19c8af7b063a125c,2026-02-26 11:00:00,2026-02-28 9:00:00,2026-02-23 11:00:00,54%,SKIPPED
2026-02-23 9:54:04,BKNG.US,1-hour,Long,3820,3437.89577,4079.47826,3301.99338,6.79%,18.66%,13.56%,3.95%,164.23,New,19c8afe4ca94bc51,2026-02-26 11:00:00,2026-02-28 9:00:00,2026-02-23 11:00:00,50%,SKIPPED
2026-02-23 11:02:34,PG.US,1-hour,Short,164.10189,172.15331,158.84783,174.21863,3.20%,7.73%,6.16%,1.20%,143.82,New,19c8b3d06ae0d0d4,2026-02-26 13:00:00,2026-02-28 11:00:00,2026-02-23 13:00:00,45%,SKIPPED
2026-02-23 11:13:39,LIN.US,4-hour,Short,497.02,527.28766,472.6487,542.04771,4.90%,10.36%,9.06%,2.80%,514.92,New,19c8b472bd5257ef,2026-03-01 7:00:00,2026-03-12 8:00:00,2026-02-23 11:00:00,35%,SKIPPED
2026-02-23 11:13:39,XOM.US,Daily,Short,150.05,152.84323,143.51348,159.91572,4.36%,6.10%,6.57%,4.63%,151.66,New,19c8b472bd5257ef,2026-03-06 19:00:00,2026-03-22 20:00:00,2026-02-22 19:00:00,19%,SKIPPED
2026-02-23 11:13:39,TMO.US,4-hour,Long,508,500.84562,524.25696,481.58836,3.20%,4.67%,5.20%,3.84%,447.3,New,19c8b472bd5257ef,2026-03-01 7:00:00,2026-03-12 8:00:00,2026-02-23 11:00:00,5%,SKIPPED
2026-02-23 12:02:04,NOW.US,1-hour,Long,99.48,89.83419,105.65609,87.04351,6.21%,17.61%,12.50%,3.11%,101.73,New,19c8b7380bb18ce6,2026-02-26 14:00:00,2026-02-28 12:00:00,2026-02-23 14:00:00,5%,SKIPPED
2026-02-23 12:02:04,ANET.US,1-hour,Long,128.5,110.50987,136.11826,106.45331,5.93%,23.17%,17.16%,3.67%,159.34,New,19c8b7380bb18ce6,2026-02-26 14:00:00,2026-02-28 12:00:00,2026-02-23 14:00:00,5%,SKIPPED
2026-02-23 12:02:04,FTNT.US,1-hour,Long,76.16,71.28674,80.60304,69.36602,5.83%,13.07%,8.92%,2.69%,134.57,New,19c8b7380bb18ce6,2026-02-26 14:00:00,2026-02-28 12:00:00,2026-02-23 14:00:00,10%,SKIPPED
2026-02-23 12:16:04,ACN.US,1-hour,Long,207.35316,185.98736,215.40043,180.79735,3.88%,15.81%,12.81%,2.79%,178.21,New,19c8b80508312508,2026-02-26 14:00:00,2026-02-28 12:00:00,2026-02-23 14:00:00,45%,SKIPPED
2026-02-23 13:02:07,DOCU.US,1-hour,Long,41.12,36.09893,43.82174,34.60681,6.57%,21.39%,15.84%,4.13%,49.66,New,19c8baa7b4c55824,2026-02-26 15:00:00,2026-02-28 13:00:00,2026-02-23 15:00:00,30%,SKIPPED
2026-02-23 13:02:07,CRM.US,1-hour,Long,175.25,161.80578,184.42913,157.39724,5.24%,13.98%,10.19%,2.72%,181.53,New,19c8baa7b4c55824,2026-02-26 15:00:00,2026-02-28 13:00:00,2026-02-23 15:00:00,30%,SKIPPED
2026-02-23 13:02:07,ADBE.US,1-hour,Long,245.25,227.48806,256.69304,221.96756,4.67%,12.84%,9.49%,2.43%,242.3,New,19c8baa7b4c55824,2026-02-26 15:00:00,2026-02-28 13:00:00,2026-02-23 15:00:00,40%,SKIPPED
2026-02-23 14:02:07,MSFT.US,1-hour,Long,386.3,367.01601,396.15391,361.58553,2.55%,7.94%,6.40%,1.48%,415.18,New,19c8be166bf14f1f,2026-02-26 16:00:00,2026-02-27 21:00:00,2026-02-23 16:00:00,30%,SKIPPED
2026-02-23 15:02:07,ADSK.US,1-hour,Long,217.39,194.09121,225.46217,189.34012,3.71%,16.16%,12.90%,2.45%,239.01,New,19c8c1856ffe31f7,2026-02-26 17:00:00,2026-02-27 22:00:00,2026-02-23 17:00:00,5%,SKIPPED
2026-02-24 9:33:03,OKTA.US,4-hour,Long,69.13,55.4639,83.19522,49.58117,20.35%,50.00%,28.28%,10.61%,96.05,New,19c901170599716b,2026-03-02 7:00:00,2026-03-11 8:00:00,2026-02-24 11:00:00,41%,SKIPPED
2026-02-24 9:33:03,CPRT.US,4-hour,Long,35.51,32.0178,38.1913,30.26857,7.55%,19.28%,14.76%,5.46%,33.07,New,19c901170599716b,2026-03-02 7:00:00,2026-03-11 8:00:00,2026-02-24 11:00:00,20%,SKIPPED
2026-02-24 12:45:43,PANW.US,1-hour,Long,140.03658,120.70024,148.9813,115.96923,6.39%,23.43%,17.19%,3.92%,258.35,New,19c90c1d49a0619d,2026-02-25 14:00:00,2026-03-01 12:00:00,2026-02-24 14:00:00,50%,SKIPPED
2026-02-24 13:02:03,AMD.US,1-hour,Short,216.03,236.56429,201.58522,242.89219,6.69%,14.79%,12.43%,2.67%,488.34,New,19c90d0c847cf676,2026-02-25 15:00:00,2026-03-01 13:00:00,2026-02-24 15:00:00,10%,SKIPPED
2026-02-24 13:08:08,UBER.US,1-hour,Long,71.29,65.7326,72.28174,64.27522,1.39%,9.96%,9.84%,2.22%,70.58,New,19c90d65abfca1e4,2026-02-25 15:00:00,2026-03-01 13:00:00,2026-02-24 15:00:00,5%,SKIPPED
2026-02-24 14:02:03,AAPL.US,1-hour,Short,271.92,285.92147,266.01913,290.25802,2.17%,6.96%,6.74%,1.52%,310.38,New,19c9107baab323e6,2026-02-25 16:00:00,2026-02-28 21:00:00,2026-02-24 16:00:00,5%,SKIPPED
2026-02-25 11:03:07,NOW.US,Daily,Long,103.6,98.70155,112.30565,87.4108,8.40%,13.78%,15.63%,11.44%,101.73,New,19c958a5f0e13c03,2026-03-08 20:00:00,2026-03-24 20:00:00,2026-02-24 19:00:00,5%,SKIPPED
2026-02-25 13:02:02,CRWD.US,4-hour,Long,359.46,253.25956,399.9287,225.62913,11.26%,57.91%,37.23%,10.91%,673.96,New,19c95f729ab1d753,2026-03-02 19:00:00,2026-03-11 20:00:00,2026-02-25 15:00:00,10%,SKIPPED
2026-02-25 13:02:02,LOW.US,1-hour,Long,262.65,248.344,275.13304,242.57424,4.75%,10.79%,7.64%,2.32%,212.06,New,19c95f729ab1d753,2026-02-26 15:00:00,2026-03-02 13:00:00,2026-02-25 15:00:00,15%,SKIPPED
2026-02-25 13:02:02,AMAT.US,1-hour,Short,394.86,420.93194,377.2487,429.00081,4.46%,10.38%,8.65%,1.92%,448.93,New,19c95f729ab1d753,2026-02-26 15:00:00,2026-03-02 13:00:00,2026-02-25 15:00:00,40%,SKIPPED
2026-02-25 13:02:02,IDXX.US,1-hour,Short,660.38,701.16375,637.27261,714.97884,3.50%,9.11%,8.27%,1.97%,555.4,New,19c95f729ab1d753,2026-02-26 15:00:00,2026-03-02 13:00:00,2026-02-25 15:00:00,5%,SKIPPED
2026-02-25 13:02:02,NAS100,1-hour,Short,25302,25732.74674,25061.94348,25846.04447,0.95%,2.61%,2.15%,0.44%,#N/A,New,19c95f729ab1d753,2026-02-25 22:00:00,2026-02-26 10:00:00,2026-02-25 15:00:00,12%,SKIPPED
2026-02-25 14:02:02,BKNG.US,1-hour,Short,4155.56,4715.00061,3993.37174,4839.34383,3.90%,15.30%,16.45%,2.64%,164.23,New,19c962e157940fcb,2026-02-26 16:00:00,2026-02-27 21:00:00,2026-02-25 16:00:00,5%,SKIPPED
2026-02-25 15:02:02,CRM.US,1-hour,Short,191.89,206.19947,183.79957,211.82815,4.22%,10.86%,10.39%,2.73%,181.53,New,19c9665056e2a338,2026-02-26 17:00:00,2026-02-27 22:00:00,2026-02-25 17:00:00,5%,SKIPPED
2026-02-25 15:48:02,LIN.US,Daily,Short,508.13755,530.57138,467.74217,548.89926,7.95%,11.84%,8.02%,3.45%,514.92,New,19c968f20ada4d6a,2026-03-08 20:00:00,2026-03-24 20:00:00,2026-02-24 19:00:00,40%,SKIPPED
2026-02-26 9:33:04,MSFT.US,1-hour,Short,404.04,410.39697,391.08957,416.72746,3.21%,4.70%,3.14%,1.54%,415.18,New,19c9a5e2b26e115d,2026-02-27 11:00:00,2026-03-01 9:00:00,2026-02-26 11:00:00,5%,SKIPPED
2026-02-26 10:06:09,ACN.US,1-hour,Short,203.79251,207.74052,199.65435,214.32054,2.03%,3.89%,5.17%,3.17%,178.21,New,19c9a7c76d6d3e1b,2026-02-27 12:00:00,2026-03-01 10:00:00,2026-02-26 12:00:00,5%,SKIPPED
